admission_date,temperature_2m_mean_C,temperature_2m_max_C,temperature_2m_min_C,apparent_temperature_mean_C,apparent_temperature_max_C,apparent_temperature_min_C,precipitation_sum_mm,wind_speed_10m_max_km_h,wind_gusts_10m_max_km_h,wind_direction_10m_dominant_degree,shortwave_radiation_sum_MJ_m_square,precipitation_hours_h,rain_sum_mm,snowfall_sum_cm
2020-08-14,33.5,40.0,26.5,30.5,37.3,23.3,0.00,18.5,33.5,341,25.70,0.0,0.00,0.00
2020-08-15,34.2,40.2,26.6,31.3,38.8,23.4,0.00,17.2,30.6,18,25.54,0.0,0.00,0.00
2020-08-16,34.4,40.6,26.9,31.9,40.0,24.2,0.00,19.3,28.8,36,25.40,0.0,0.00,0.00
2020-08-17,34.2,40.2,27.5,31.1,38.6,23.8,0.00,21.2,36.0,20,25.38,0.0,0.00,0.00
2020-08-18,33.7,39.6,27.3,29.6,35.8,23.1,0.00,27.9,45.0,359,25.72,0.0,0.00,0.00
2020-08-19,33.2,39.5,27.0,29.7,36.6,23.2,0.00,18.7,32.4,14,25.91,0.0,0.00,0.00
2020-08-20,33.9,40.5,26.9,30.4,37.4,23.4,0.00,19.2,32.0,24,25.67,0.0,0.00,0.00
2020-08-21,34.4,41.8,25.5,31.3,40.5,21.8,0.00,17.7,28.1,112,25.42,0.0,0.00,0.00
2020-08-22,36.2,43.7,28.0,31.9,39.8,23.6,0.00,32.8,52.9,209,25.07,0.0,0.00,0.00
2020-08-23,35.9,43.0,28.8,32.8,41.2,25.1,0.00,16.7,29.9,290,24.57,0.0,0.00,0.00
2020-08-24,35.9,42.3,28.0,33.0,40.7,24.8,0.00,20.0,28.4,349,25.11,0.0,0.00,0.00
2020-08-25,35.2,41.9,28.1,32.9,40.9,25.7,0.00,21.4,37.1,103,24.89,0.0,0.00,0.00
2020-08-26,35.1,40.9,28.5,32.5,40.5,25.4,0.00,24.5,36.0,113,24.95,0.0,0.00,0.00
2020-08-27,34.4,40.0,28.2,30.6,38.2,24.0,0.00,22.7,40.7,103,25.02,0.0,0.00,0.00
2020-08-28,33.7,39.7,25.8,29.9,38.0,22.3,0.00,24.5,36.0,92,25.14,0.0,0.00,0.00
2020-08-29,33.1,39.5,25.9,29.5,37.1,22.3,0.00,20.8,36.0,80,25.13,0.0,0.00,0.00
2020-08-30,32.2,39.1,24.6,28.5,35.7,21.5,0.00,31.4,49.0,12,25.11,0.0,0.00,0.00
2020-08-31,32.3,39.0,24.6,28.7,37.5,20.2,0.00,16.1,23.4,36,25.40,0.0,0.00,0.00
2020-09-01,33.0,39.2,26.3,29.7,37.4,23.1,0.00,28.8,43.9,130,22.41,0.0,0.00,0.00
2020-09-02,32.7,38.0,27.0,30.3,35.7,25.1,0.00,23.5,40.0,119,21.60,0.0,0.00,0.00
2020-09-03,33.0,37.9,27.8,30.6,36.9,25.3,0.00,22.0,37.4,159,21.12,0.0,0.00,0.00
2020-09-04,33.3,39.8,25.5,30.1,37.2,23.3,0.00,20.6,31.7,3,21.05,0.0,0.00,0.00
2020-09-05,33.7,40.2,26.1,29.9,38.4,22.1,0.00,20.1,34.2,39,22.33,0.0,0.00,0.00
2020-09-06,33.2,39.7,26.0,29.5,38.3,21.9,0.00,25.5,38.5,111,24.59,0.0,0.00,0.00
2020-09-07,32.6,38.8,26.4,28.3,36.2,21.6,0.00,22.4,38.2,132,24.68,0.0,0.00,0.00
2020-09-08,31.8,38.0,24.4,28.5,35.5,21.0,0.00,17.8,30.6,115,24.46,0.0,0.00,0.00
2020-09-09,32.6,39.2,22.5,29.9,38.2,19.6,0.00,15.0,28.1,150,24.30,0.0,0.00,0.00
2020-09-10,33.3,39.0,24.9,30.7,37.9,21.6,0.00,9.9,22.7,174,22.01,0.0,0.00,0.00
2020-09-11,34.4,40.0,28.0,31.0,37.2,25.0,0.00,15.1,30.2,66,21.84,0.0,0.00,0.00
2020-09-12,33.2,40.0,26.2,28.5,36.2,21.8,0.00,32.6,51.8,42,23.45,0.0,0.00,0.00
2020-09-13,32.2,39.5,23.6,29.1,37.1,20.1,0.00,20.0,34.6,62,24.22,0.0,0.00,0.00
2020-09-14,32.9,38.8,23.7,30.3,38.0,20.3,0.00,9.8,22.3,229,23.80,0.0,0.00,0.00
2020-09-15,33.0,39.8,26.0,28.5,36.1,22.1,0.00,24.2,37.4,357,20.44,0.0,0.00,0.00
2020-09-16,32.3,38.5,26.0,28.2,36.0,21.6,0.00,18.7,32.0,354,24.05,0.0,0.00,0.00
2020-09-17,31.0,38.2,22.9,27.9,36.6,18.5,0.00,14.2,20.5,48,24.04,0.0,0.00,0.00
2020-09-18,31.6,37.7,24.6,28.3,37.7,20.5,0.00,17.7,24.5,34,23.67,0.0,0.00,0.00
2020-09-19,31.4,37.7,24.0,27.8,35.5,19.7,0.00,20.3,30.6,61,23.75,0.0,0.00,0.00
2020-09-20,32.2,38.8,25.6,28.7,35.6,22.5,0.00,21.9,38.9,62,23.59,0.0,0.00,0.00
2020-09-21,31.8,38.4,24.9,27.8,34.8,21.4,0.00,27.9,43.9,0,23.47,0.0,0.00,0.00
2020-09-22,30.9,37.5,23.8,26.6,33.0,19.6,0.00,25.2,42.5,44,23.84,0.0,0.00,0.00
2020-09-23,31.6,38.8,24.2,26.8,33.1,20.1,0.00,32.0,51.8,23,23.45,0.0,0.00,0.00
2020-09-24,31.4,38.3,23.0,27.3,35.3,19.1,0.00,22.2,38.5,40,23.26,0.0,0.00,0.00
2020-09-25,31.0,37.5,23.3,27.3,34.9,19.6,0.00,19.4,36.0,94,23.12,0.0,0.00,0.00
2020-09-26,31.0,37.3,23.5,27.9,36.2,19.8,0.00,16.6,31.0,155,23.01,0.0,0.00,0.00
2020-09-27,31.5,38.2,24.0,28.0,37.1,19.6,0.00,16.3,26.6,87,22.95,0.0,0.00,0.00
2020-09-28,30.1,35.5,24.8,26.9,33.5,21.0,0.00,18.8,32.8,23,22.55,0.0,0.00,0.00
2020-09-29,28.7,35.0,21.4,25.4,31.7,18.4,0.00,20.9,36.0,322,22.83,0.0,0.00,0.00
2020-09-30,28.3,35.1,20.6,25.0,33.1,17.0,0.00,13.4,26.3,335,22.82,0.0,0.00,0.00
2020-10-01,28.8,35.3,21.2,25.6,34.1,17.5,0.00,12.7,23.8,102,22.57,0.0,0.00,0.00
2020-10-02,29.9,36.3,22.0,26.1,35.0,18.4,0.00,21.8,37.1,32,22.44,0.0,0.00,0.00
2020-10-03,29.4,35.8,23.1,26.4,34.0,19.9,0.00,16.9,25.9,52,22.22,0.0,0.00,0.00
2020-10-04,28.7,35.8,20.7,25.9,34.6,17.5,0.00,17.5,31.7,133,22.12,0.0,0.00,0.00
2020-10-05,29.8,36.8,21.6,26.3,34.7,17.9,0.00,17.8,26.3,168,21.83,0.0,0.00,0.00
2020-10-06,29.6,36.2,22.0,26.5,34.5,19.2,0.00,17.4,24.5,336,21.56,0.0,0.00,0.00
2020-10-07,29.3,35.5,23.2,25.1,33.0,19.1,0.00,21.4,36.7,63,21.47,0.0,0.00,0.00
2020-10-08,28.0,34.4,20.5,24.4,32.4,16.9,0.00,16.2,27.0,84,21.60,0.0,0.00,0.00
2020-10-09,26.9,33.2,19.8,23.2,31.2,16.0,0.00,17.7,25.6,73,21.75,0.0,0.00,0.00
2020-10-10,25.4,31.8,18.8,21.3,29.1,14.9,0.00,17.9,28.4,19,21.92,0.0,0.00,0.00
2020-10-11,22.6,28.9,15.6,19.1,26.5,11.8,0.00,13.6,22.7,32,22.08,0.0,0.00,0.00
2020-10-12,22.7,30.2,14.9,18.5,26.8,10.5,0.00,16.3,27.4,14,22.07,0.0,0.00,0.00
2020-10-13,23.0,30.1,14.2,19.4,28.3,10.2,0.00,12.9,19.8,339,21.78,0.0,0.00,0.00
2020-10-14,23.9,30.9,15.6,20.2,27.7,11.7,0.00,15.8,29.5,10,21.58,0.0,0.00,0.00
2020-10-15,24.7,32.7,16.2,20.4,29.1,11.5,0.00,21.3,36.0,316,21.16,0.0,0.00,0.00
2020-10-16,24.4,31.8,16.8,20.2,27.8,12.8,0.00,20.0,32.0,46,21.19,0.0,0.00,0.00
2020-10-17,23.3,30.7,14.9,19.4,27.8,10.7,0.00,15.1,25.9,80,21.18,0.0,0.00,0.00
2020-10-18,22.9,30.0,15.2,18.9,26.5,11.0,0.00,14.5,25.9,84,21.31,0.0,0.00,0.00
2020-10-19,22.8,30.1,15.2,19.1,26.6,11.3,0.00,15.5,27.7,52,20.98,0.0,0.00,0.00
2020-10-20,22.5,30.5,14.4,18.3,25.8,10.4,0.00,21.9,37.4,28,20.87,0.0,0.00,0.00
2020-10-21,22.7,30.3,15.4,18.7,26.3,11.7,0.00,18.4,31.7,15,20.67,0.0,0.00,0.00
2020-10-22,22.8,30.0,14.8,18.6,25.8,10.8,0.00,20.9,36.7,3,20.37,0.0,0.00,0.00
2020-10-23,23.2,30.5,16.9,18.4,25.2,12.2,0.00,22.7,38.9,0,20.52,0.0,0.00,0.00
2020-10-24,22.0,29.5,13.6,17.6,25.9,9.4,0.00,14.4,24.1,36,20.65,0.0,0.00,0.00
2020-10-25,21.3,28.5,13.9,16.8,25.1,9.1,0.00,18.7,33.5,147,20.39,0.0,0.00,0.00
2020-10-26,22.2,29.5,15.0,17.7,27.2,9.9,0.00,17.4,31.7,152,20.07,0.0,0.00,0.00
2020-10-27,21.7,29.2,13.6,18.1,27.3,9.6,0.00,13.7,23.8,148,19.65,0.0,0.00,0.00
2020-10-28,21.6,28.8,14.9,18.3,26.0,11.4,0.00,12.8,23.4,113,19.43,0.0,0.00,0.00
2020-10-29,21.0,28.4,13.3,17.0,25.1,9.1,0.00,14.2,27.4,120,19.53,0.0,0.00,0.00
2020-10-30,21.1,28.2,13.9,16.9,24.9,9.5,0.00,16.5,30.2,130,19.43,0.0,0.00,0.00
2020-10-31,21.2,28.5,13.9,17.6,25.5,10.4,0.00,19.8,34.9,150,19.07,0.0,0.00,0.00
2020-11-01,22.3,29.4,16.4,18.3,26.3,12.2,0.00,23.8,40.3,157,18.81,0.0,0.00,0.00
2020-11-02,22.4,29.9,15.1,18.5,26.2,11.2,0.00,20.2,35.3,162,18.68,0.0,0.00,0.00
2020-11-03,22.6,29.9,15.9,18.4,26.1,11.5,0.00,20.8,36.0,171,18.71,0.0,0.00,0.00
2020-11-04,21.4,28.8,13.7,17.6,26.1,9.9,0.00,13.8,25.6,170,18.61,0.0,0.00,0.00
2020-11-05,21.6,29.5,13.9,17.2,26.4,9.1,0.00,20.5,29.5,174,18.75,0.0,0.00,0.00
2020-11-06,23.2,30.6,16.0,18.4,26.7,11.1,0.00,20.2,32.8,168,18.01,0.0,0.00,0.00
2020-11-07,23.9,29.5,18.4,18.8,24.6,13.0,0.00,28.1,46.1,166,14.67,0.0,0.00,0.00
2020-11-08,24.1,30.8,18.1,19.6,26.2,14.5,0.00,24.6,41.0,164,16.53,0.0,0.00,0.00
2020-11-09,24.6,31.3,18.2,21.3,27.4,16.0,0.00,26.1,42.5,158,16.46,0.0,0.00,0.00
2020-11-10,24.8,31.4,17.7,21.8,27.9,16.4,0.00,20.6,34.9,165,16.92,0.0,0.00,0.00
2020-11-11,25.1,31.8,19.5,21.6,27.7,16.6,0.00,23.7,40.3,187,17.01,0.0,0.00,0.00
2020-11-12,25.1,31.9,19.7,21.2,27.5,15.7,0.00,25.8,42.8,198,17.09,0.0,0.00,0.00
2020-11-13,22.1,28.1,18.1,19.3,25.8,15.2,0.00,28.6,42.8,57,16.23,0.0,0.00,0.00
2020-11-14,19.3,24.5,14.9,16.2,21.2,12.4,0.00,21.2,36.4,70,16.47,0.0,0.00,0.00
2020-11-15,21.8,29.3,15.4,17.7,24.6,11.3,0.00,28.9,44.3,163,16.56,0.0,0.00,0.00
2020-11-16,23.7,28.7,19.2,19.8,25.2,15.5,0.00,32.7,52.9,209,15.17,0.0,0.00,0.00
2020-11-17,22.1,29.2,16.2,19.6,26.2,14.3,0.00,24.8,36.4,91,16.10,0.0,0.00,0.00
2020-11-18,19.9,25.5,15.1,17.8,23.7,13.5,0.00,23.7,38.2,73,16.09,0.0,0.00,0.00
2020-11-19,21.1,28.0,14.4,17.2,22.9,11.5,0.00,30.3,49.0,154,16.50,0.0,0.00,0.00
2020-11-20,22.3,28.7,16.9,17.8,23.2,13.2,0.00,33.9,54.0,167,16.29,0.0,0.00,0.00
2020-11-21,22.8,29.6,17.5,18.2,24.3,12.6,0.00,31.9,51.1,187,16.38,0.0,0.00,0.00
2020-11-22,18.9,22.9,15.4,15.7,19.6,12.1,0.00,23.1,36.0,18,15.52,0.0,0.00,0.00
2020-11-23,17.2,22.8,11.9,14.1,20.1,8.8,0.00,16.0,25.2,66,15.68,0.0,0.00,0.00
2020-11-24,17.1,23.1,11.2,13.8,20.2,8.0,0.00,18.4,26.6,91,16.04,0.0,0.00,0.00
2020-11-25,19.0,26.7,12.3,14.2,21.2,8.3,0.00,26.3,42.8,155,16.23,0.0,0.00,0.00
2020-11-26,20.8,28.2,15.1,16.4,23.8,9.9,0.00,28.2,45.4,179,14.73,0.0,0.00,0.00
2020-11-27,20.0,24.1,16.5,15.7,18.2,13.8,0.70,30.4,50.4,164,10.13,2.0,0.70,0.00
2020-11-28,18.7,24.2,14.7,16.0,19.9,12.2,2.90,30.1,48.6,153,10.34,9.0,2.90,0.00
2020-11-29,17.9,21.5,15.0,17.4,21.4,13.9,6.60,18.9,34.9,283,10.82,12.0,6.60,0.00
2020-11-30,15.8,19.0,14.3,14.6,17.4,12.9,1.60,20.2,33.5,82,8.10,7.0,1.60,0.00
2020-12-01,16.1,19.4,13.6,13.9,16.4,12.0,0.40,29.8,46.1,139,11.09,1.0,0.40,0.00
2020-12-02,17.6,22.5,14.1,15.8,20.4,12.0,3.70,24.3,38.2,151,11.90,6.0,3.70,0.00
2020-12-03,18.7,23.5,15.4,18.5,23.4,14.8,0.10,15.3,23.8,122,12.23,1.0,0.10,0.00
2020-12-04,19.7,25.5,15.6,19.7,26.1,15.7,0.10,20.0,34.6,127,13.75,1.0,0.10,0.00
2020-12-05,19.7,26.8,15.8,19.1,24.7,15.6,0.20,26.0,42.8,183,12.33,2.0,0.20,0.00
2020-12-06,15.2,18.5,10.0,12.5,17.6,7.5,0.00,26.5,38.9,304,15.67,0.0,0.00,0.00
2020-12-07,11.9,17.8,7.5,9.9,15.3,5.7,0.00,10.9,20.5,7,15.58,0.0,0.00,0.00
2020-12-08,12.6,20.1,5.9,10.3,18.0,3.5,0.00,11.6,20.5,125,15.38,0.0,0.00,0.00
2020-12-09,15.9,25.4,9.1,12.7,21.6,5.3,0.00,17.4,29.2,180,15.27,0.0,0.00,0.00
2020-12-10,14.6,20.2,10.1,11.8,16.7,7.5,0.00,20.9,31.0,8,15.41,0.0,0.00,0.00
2020-12-11,13.7,20.8,7.8,10.6,17.1,5.5,0.00,18.5,27.4,89,15.16,0.0,0.00,0.00
2020-12-12,15.2,22.1,9.0,11.2,18.2,5.2,0.00,18.2,31.0,113,15.25,0.0,0.00,0.00
2020-12-13,15.5,22.6,9.1,12.1,19.6,5.8,0.00,15.6,25.2,126,15.38,0.0,0.00,0.00
2020-12-14,15.8,23.2,9.0,11.9,19.2,5.5,0.00,18.1,31.3,146,15.42,0.0,0.00,0.00
2020-12-15,16.7,24.0,10.6,11.4,17.9,6.2,0.00,27.9,45.4,167,15.28,0.0,0.00,0.00
2020-12-16,18.2,26.0,12.1,13.0,21.8,7.1,0.00,25.3,37.4,177,15.08,0.0,0.00,0.00
2020-12-17,18.2,23.4,13.4,14.3,20.6,8.8,0.00,25.1,37.4,196,12.70,0.0,0.00,0.00
2020-12-18,15.2,19.9,10.9,12.1,17.3,8.6,0.00,21.4,34.6,63,11.16,0.0,0.00,0.00
2020-12-19,13.9,17.0,11.9,10.1,13.0,8.2,1.00,23.4,38.2,67,7.53,4.0,1.00,0.00
2020-12-20,14.0,18.5,10.4,10.9,15.6,7.7,1.50,19.7,33.8,90,9.86,7.0,1.50,0.00
2020-12-21,14.9,19.9,10.4,11.5,17.1,7.0,0.00,19.2,32.8,126,11.84,0.0,0.00,0.00
2020-12-22,15.6,21.0,10.2,12.6,18.7,7.5,0.00,17.9,31.0,138,12.56,0.0,0.00,0.00
2020-12-23,17.0,23.9,11.1,13.0,20.8,6.5,0.00,23.0,38.2,169,15.03,0.0,0.00,0.00
2020-12-24,17.1,22.5,12.6,13.5,19.6,9.1,0.00,20.9,33.5,58,13.99,0.0,0.00,0.00
2020-12-25,13.4,18.5,8.4,9.0,13.6,4.6,0.00,23.0,34.2,67,13.02,0.0,0.00,0.00
2020-12-26,10.9,16.5,5.9,5.7,11.0,2.0,0.00,21.7,32.4,75,12.46,0.0,0.00,0.00
2020-12-27,12.2,18.0,6.7,6.1,12.0,0.7,0.00,22.4,35.3,110,14.11,0.0,0.00,0.00
2020-12-28,12.8,19.0,7.2,8.5,14.3,3.3,0.00,18.1,32.0,115,14.93,0.0,0.00,0.00
2020-12-29,13.6,20.0,7.8,10.7,16.8,5.2,0.00,17.8,32.0,139,14.93,0.0,0.00,0.00
2020-12-30,13.9,20.2,8.6,10.9,16.6,6.0,0.00,17.9,31.3,144,13.99,0.0,0.00,0.00
2020-12-31,14.5,20.0,8.9,11.2,16.8,5.7,0.00,20.4,34.9,138,12.39,0.0,0.00,0.00
2021-01-01,15.7,20.3,11.9,12.3,16.9,8.5,0.00,24.2,40.3,146,11.97,0.0,0.00,0.00
2021-01-02,15.9,21.3,10.9,13.7,19.6,9.1,0.00,16.0,27.0,135,11.99,0.0,0.00,0.00
2021-01-03,16.9,22.9,10.9,14.4,20.7,9.1,0.00,20.3,33.1,142,13.95,0.0,0.00,0.00
2021-01-04,18.2,25.5,13.2,15.2,23.2,11.0,0.10,26.3,42.8,153,12.47,1.0,0.10,0.00
2021-01-05,17.4,24.2,11.1,14.2,22.4,8.0,0.00,23.3,36.7,125,15.17,0.0,0.00,0.00
2021-01-06,16.1,18.5,13.6,12.9,15.6,10.6,0.00,18.3,27.7,132,5.75,0.0,0.00,0.00
2021-01-07,15.2,19.2,11.6,12.5,16.9,8.9,4.00,17.7,28.1,109,11.51,11.0,4.00,0.00
2021-01-08,12.6,15.6,9.2,10.3,12.8,6.9,2.60,16.9,29.2,118,10.09,10.0,2.60,0.00
2021-01-09,11.4,17.1,6.4,8.9,14.2,4.3,0.00,18.2,28.8,129,15.46,0.0,0.00,0.00
2021-01-10,11.5,17.2,6.9,8.8,14.3,3.9,0.00,17.7,31.0,139,15.59,0.0,0.00,0.00
2021-01-11,11.3,17.2,5.8,9.3,15.4,3.5,0.00,12.4,18.7,63,15.44,0.0,0.00,0.00
2021-01-12,10.4,16.7,5.8,7.9,13.5,3.6,0.00,12.5,22.3,353,16.13,0.0,0.00,0.00
2021-01-13,10.4,18.5,2.3,7.1,14.9,-1.0,0.00,12.6,23.0,296,16.48,0.0,0.00,0.00
2021-01-14,13.8,22.8,6.4,9.2,18.2,1.5,0.00,20.9,36.4,170,16.41,0.0,0.00,0.00
2021-01-15,15.3,21.0,12.4,12.1,19.8,7.2,1.50,22.0,32.0,213,8.71,5.0,1.50,0.00
2021-01-16,15.9,22.8,10.8,12.3,18.3,8.0,2.90,27.3,40.0,121,14.76,4.0,2.90,0.00
2021-01-17,17.5,22.5,11.9,14.1,18.9,9.6,0.00,25.2,40.0,243,16.34,0.0,0.00,0.00
2021-01-18,15.0,22.1,9.2,11.4,17.9,5.6,0.00,18.4,32.8,318,16.48,0.0,0.00,0.00
2021-01-19,15.1,22.0,9.1,10.0,16.5,4.2,0.00,25.8,37.8,104,16.32,0.0,0.00,0.00
2021-01-20,18.0,26.1,11.4,12.7,19.7,6.7,0.00,30.9,50.0,200,16.68,0.0,0.00,0.00
2021-01-21,11.1,14.7,6.1,5.6,8.9,1.6,0.00,25.4,42.5,9,16.79,0.0,0.00,0.00
2021-01-22,8.0,14.1,2.4,3.2,8.6,-2.0,0.00,15.6,29.5,27,16.66,0.0,0.00,0.00
2021-01-23,9.6,16.0,3.5,4.5,11.2,-1.4,0.00,16.9,25.9,72,16.67,0.0,0.00,0.00
2021-01-24,12.8,20.5,5.9,7.6,15.3,0.6,0.00,15.5,27.7,131,16.80,0.0,0.00,0.00
2021-01-25,14.8,22.6,7.9,9.3,16.9,2.3,0.00,19.1,33.8,152,17.05,0.0,0.00,0.00
2021-01-26,16.2,23.8,9.2,11.7,20.5,4.6,0.00,16.2,28.4,147,16.98,0.0,0.00,0.00
2021-01-27,16.8,23.6,9.9,11.9,18.3,6.1,0.00,24.8,40.0,149,16.93,0.0,0.00,0.00
2021-01-28,19.0,26.7,12.9,14.1,22.0,7.5,0.00,25.4,42.1,180,17.10,0.0,0.00,0.00
2021-01-29,21.1,27.5,14.9,17.1,23.6,11.2,0.00,24.3,40.0,217,16.14,0.0,0.00,0.00
2021-01-30,15.8,20.6,10.0,11.6,17.9,6.0,0.00,21.9,32.0,30,17.80,0.0,0.00,0.00
2021-01-31,14.3,21.6,7.2,9.9,17.2,2.9,0.00,17.4,32.0,107,17.36,0.0,0.00,0.00
2021-02-01,16.4,23.4,10.4,11.8,18.8,6.0,0.00,21.1,33.5,132,17.37,0.0,0.00,0.00
2021-02-02,16.9,23.7,10.0,11.9,18.0,5.4,0.00,24.1,40.7,140,17.26,0.0,0.00,0.00
2021-02-03,19.4,27.5,12.6,14.2,23.0,7.4,0.00,23.8,40.0,165,17.43,0.0,0.00,0.00
2021-02-04,20.6,28.1,14.1,14.4,22.0,8.4,0.00,33.0,49.3,161,17.86,0.0,0.00,0.00
2021-02-05,20.7,27.0,14.9,14.3,20.1,9.0,0.20,37.7,59.0,167,14.13,1.0,0.20,0.00
2021-02-06,13.9,18.6,10.1,11.6,15.4,8.7,6.00,24.9,49.3,299,10.99,10.0,6.00,0.00
2021-02-07,11.8,17.0,7.2,9.0,12.7,5.2,0.00,25.4,40.0,326,18.17,0.0,0.00,0.00
2021-02-08,11.9,16.8,8.2,9.6,14.2,6.1,0.00,17.8,32.4,8,16.85,0.0,0.00,0.00
2021-02-09,12.5,20.0,6.1,10.2,16.8,3.8,0.00,17.3,30.2,27,18.63,0.0,0.00,0.00
2021-02-10,14.5,22.9,6.8,11.7,19.7,4.4,0.00,12.4,21.6,21,19.05,0.0,0.00,0.00
2021-02-11,16.2,24.1,9.1,12.7,20.7,5.3,0.00,12.2,20.9,53,18.75,0.0,0.00,0.00
2021-02-12,17.0,24.5,8.8,13.3,21.4,4.7,0.00,11.4,21.2,100,17.65,0.0,0.00,0.00
2021-02-13,18.1,25.8,10.4,13.5,22.2,5.8,0.00,15.9,29.5,138,16.26,0.0,0.00,0.00
2021-02-14,19.8,27.2,12.6,14.9,22.2,7.8,0.00,21.4,34.9,139,18.90,0.0,0.00,0.00
2021-02-15,20.2,26.1,14.8,14.8,20.1,10.1,0.00,29.0,47.9,156,16.23,0.0,0.00,0.00
2021-02-16,21.6,28.9,14.9,15.4,22.9,9.1,0.00,30.0,48.6,161,19.34,0.0,0.00,0.00
2021-02-17,24.1,31.1,17.5,18.0,24.7,11.4,0.20,32.4,55.1,199,16.96,1.0,0.20,0.00
2021-02-18,15.6,20.1,9.9,12.8,18.8,6.6,13.10,29.7,59.4,313,10.60,11.0,13.10,0.00
2021-02-19,10.8,15.6,6.3,6.8,11.5,2.4,0.00,21.0,34.6,80,17.74,0.0,0.00,0.00
2021-02-20,10.7,15.1,8.1,7.0,11.5,3.7,6.00,23.1,42.8,116,10.45,12.0,6.00,0.00
2021-02-21,13.3,19.0,8.8,10.6,16.7,5.9,0.20,22.8,37.8,127,16.73,2.0,0.20,0.00
2021-02-22,14.4,19.6,10.4,11.8,16.6,7.9,0.80,24.2,37.8,100,15.10,2.0,0.80,0.00
2021-02-23,14.4,19.4,11.4,11.0,15.2,8.2,0.10,26.8,50.8,101,13.68,1.0,0.10,0.00
2021-02-24,15.9,24.4,10.6,12.6,21.1,7.2,0.00,26.5,44.3,184,15.25,0.0,0.00,0.00
2021-02-25,12.0,17.2,8.2,8.7,13.5,5.3,0.00,23.7,38.2,347,19.96,0.0,0.00,0.00
2021-02-26,12.4,19.5,5.6,8.8,15.4,2.6,0.00,19.1,34.6,15,20.98,0.0,0.00,0.00
2021-02-27,14.4,21.9,6.8,10.3,18.2,3.4,0.00,21.3,31.7,85,20.60,0.0,0.00,0.00
2021-02-28,19.5,27.5,12.7,13.3,20.7,6.3,0.40,35.0,56.2,172,20.69,2.0,0.40,0.00
2021-03-01,18.8,23.6,14.0,15.3,20.4,10.4,0.60,27.0,47.9,282,21.37,2.0,0.60,0.00
2021-03-02,17.0,23.5,10.1,13.1,19.8,7.2,0.00,20.7,33.8,66,18.71,0.0,0.00,0.00
2021-03-03,18.8,25.4,12.2,13.9,20.8,8.1,0.00,29.4,44.6,104,19.85,0.0,0.00,0.00
2021-03-04,23.8,31.8,15.9,19.0,25.8,11.2,0.00,32.9,52.6,198,20.94,0.0,0.00,0.00
2021-03-05,18.7,22.9,14.4,13.3,18.8,8.8,0.00,26.4,43.9,358,19.78,0.0,0.00,0.00
2021-03-06,16.1,22.0,10.5,12.1,18.3,7.0,0.00,18.6,33.1,44,20.88,0.0,0.00,0.00
2021-03-07,18.4,25.7,10.8,14.2,22.4,6.6,0.00,20.7,31.0,100,21.42,0.0,0.00,0.00
2021-03-08,23.0,31.1,15.4,18.0,26.5,10.0,0.00,26.6,44.6,193,21.70,0.0,0.00,0.00
2021-03-09,24.3,30.8,17.2,20.5,29.3,13.4,0.00,26.8,40.0,114,21.52,0.0,0.00,0.00
2021-03-10,23.1,29.2,17.1,17.3,24.4,11.3,0.00,26.2,42.5,88,20.28,0.0,0.00,0.00
2021-03-11,24.4,33.0,17.7,19.2,27.3,12.6,0.00,27.6,46.4,154,21.87,0.0,0.00,0.00
2021-03-12,27.4,35.3,20.4,20.9,28.3,14.5,0.00,43.7,71.6,242,22.26,0.0,0.00,0.00
2021-03-13,18.6,23.9,12.8,14.7,21.9,8.9,0.00,29.2,43.6,29,22.97,0.0,0.00,0.00
2021-03-14,19.6,27.0,11.9,15.4,23.8,7.8,0.00,23.9,34.9,113,22.33,0.0,0.00,0.00
2021-03-15,23.8,31.6,16.5,18.1,26.7,10.7,0.00,30.0,49.3,166,22.50,0.0,0.00,0.00
2021-03-16,26.2,34.2,18.9,21.1,29.7,13.6,0.00,26.8,45.0,186,21.79,0.0,0.00,0.00
2021-03-17,28.3,34.6,22.5,23.7,30.9,16.8,0.00,25.4,43.2,227,21.51,0.0,0.00,0.00
2021-03-18,28.1,35.0,21.4,24.3,32.3,16.3,0.00,25.0,35.6,243,22.74,0.0,0.00,0.00
2021-03-19,26.3,34.7,18.8,21.9,32.8,14.4,0.00,29.6,45.4,63,22.82,0.0,0.00,0.00
2021-03-20,22.7,28.3,17.3,17.6,24.5,12.4,0.00,28.2,43.9,65,23.17,0.0,0.00,0.00
2021-03-21,23.8,31.9,14.7,20.3,29.5,10.5,0.00,16.6,30.6,195,23.40,0.0,0.00,0.00
2021-03-22,26.4,34.2,18.1,22.3,30.0,14.7,0.00,22.3,39.2,258,23.27,0.0,0.00,0.00
2021-03-23,28.0,35.9,20.0,23.2,31.9,15.1,0.00,28.9,42.5,168,23.39,0.0,0.00,0.00
2021-03-24,30.2,36.9,23.8,24.0,30.6,17.8,0.00,33.6,54.4,193,23.89,0.0,0.00,0.00
2021-03-25,29.6,36.3,23.2,25.2,33.0,18.1,0.00,27.7,41.0,241,23.55,0.0,0.00,0.00
2021-03-26,28.4,37.7,18.4,23.6,32.5,16.0,0.00,30.3,49.7,149,23.81,0.0,0.00,0.00
2021-03-27,25.3,31.4,19.5,20.4,27.7,13.5,0.00,27.0,41.8,343,23.74,0.0,0.00,0.00
